Date,Open,High,Low,Close,Adj Close,Volume
2011-09-15,4.84,4.84,5.62,4.44,5.62,429502.0
2011-09-16,4.82,4.82,4.99,4.61,4.84,152408.0
2011-09-17,4.77,4.77,4.93,4.7,4.82,97582.0
2011-09-18,5.2,5.2,5.6,4.72,4.77,229468.0
2011-09-19,5.46,5.46,5.64,4.9,5.2,263597.0
2011-09-20,6.11,6.11,6.8,5.45,5.46,713430.0
2011-09-21,5.61,5.61,6.29,5.06,6.11,383918.0
2011-09-22,5.43,5.43,5.83,5.29,5.61,175258.0
2011-09-23,5.55,5.55,5.71,5.41,5.43,312415.0
2011-09-24,5.47,5.47,5.64,5.32,5.55,97847.0
2011-09-25,5.33,5.33,5.49,5.32,5.47,51288.0
2011-09-26,4.87,4.87,5.4,4.72,5.33,277987.0
2011-09-27,4.92,4.92,5.13,4.78,4.87,121363.0
2011-09-28,4.77,4.77,4.97,4.62,4.92,146110.0
2011-09-29,4.78,4.78,4.8,4.67,4.77,66817.0
2011-09-30,5.14,5.14,5.35,4.74,4.78,208038.0
2011-10-01,5.03,5.03,5.25,4.86,5.14,118531.0
2011-10-02,5.03,5.03,5.1,4.91,5.03,52128.0
2011-10-03,5.02,5.02,5.04,4.89,5.03,85880.0
2011-10-04,4.96,4.96,5.03,4.92,5.02,78377.0
2011-10-05,4.87,4.87,5.03,4.83,4.96,86107.0
2011-10-06,4.73,4.73,4.9,4.5,4.87,256723.0
2011-10-07,4.27,4.27,4.8,3.78,4.73,418394.0
2011-10-08,4.01,4.01,4.34,3.83,4.27,159656.0
2011-10-09,4.1,4.1,4.39,4.01,4.01,158762.0
2011-10-10,4.1,4.1,4.2,4.01,4.1,69188.0
2011-10-11,3.93,3.93,4.1,3.85,4.1,162268.0
2011-10-12,4.15,4.15,4.45,3.9,3.93,282490.0
2011-10-13,4.05,4.05,4.2,4.0,4.15,80377.0
2011-10-14,3.99,3.99,4.11,3.95,4.05,80464.0
2011-10-15,3.84,3.84,4.05,3.71,3.99,163851.0
2011-10-16,3.56,3.56,3.9,3.4,3.84,131714.0
2011-10-17,2.56,2.56,3.74,2.26,3.56,591902.0
2011-10-18,2.42,2.42,2.9,2.31,2.56,229826.0
2011-10-19,2.27,2.27,2.54,2.04,2.42,232324.0
2011-10-20,2.35,2.35,2.39,2.22,2.27,113046.0
2011-10-21,2.57,2.57,2.72,2.33,2.35,185287.0
2011-10-22,3.16,3.16,3.3,2.55,2.57,361119.0
2011-10-23,3.17,3.17,3.2,2.95,3.16,114141.0
2011-10-24,2.55,2.55,3.19,2.48,3.17,258830.0
2011-10-25,2.77,2.77,3.04,2.44,2.55,278159.0
2011-10-26,2.77,2.77,2.85,2.65,2.77,80877.0
2011-10-27,3.04,3.04,3.09,2.73,2.77,171312.0
2011-10-28,3.19,3.19,3.26,2.9,3.04,162799.0
2011-10-29,3.58,3.58,3.83,3.14,3.19,281957.0
2011-10-30,3.27,3.27,3.65,3.2,3.58,171427.0
2011-10-31,3.25,3.25,3.32,3.07,3.27,98715.0
2011-11-01,3.15,3.15,3.35,3.07,3.25,120727.0
2011-11-02,3.25,3.25,3.44,3.14,3.15,104522.0
2011-11-03,3.15,3.15,3.28,3.1,3.25,78756.0
2011-11-04,3.11,3.11,3.21,3.01,3.15,123573.0
2011-11-05,2.97,2.97,3.15,2.85,3.11,159571.0
2011-11-06,2.96,2.96,3.0,2.92,2.97,51037.0
2011-11-07,3.01,3.01,3.03,2.95,2.96,71961.0
2011-11-08,3.04,3.04,3.21,3.01,3.01,186440.0
2011-11-09,2.95,2.95,3.11,2.89,3.04,156655.0
2011-11-10,2.84,2.84,2.97,2.8,2.95,97395.0
2011-11-11,3.08,3.08,3.11,2.82,2.84,133312.0
2011-11-12,3.03,3.03,3.11,3.01,3.08,62326.0
2011-11-13,3.0,3.0,3.05,2.95,3.03,28888.0
2011-11-14,2.22,2.22,3.0,2.1,3.0,957693.0
2011-11-15,2.33,2.33,2.49,2.11,2.22,175520.0
2011-11-16,2.56,2.56,2.6,2.3,2.33,108654.0
2011-11-17,2.25,2.25,2.59,1.99,2.56,261039.0
2011-11-18,2.05,2.05,2.39,2.0,2.25,210125.0
2011-11-19,2.2,2.2,2.26,2.0,2.05,169806.0
2011-11-20,2.2,2.2,2.5,2.15,2.2,182015.0
2011-11-21,2.29,2.29,2.31,2.17,2.2,93197.0
2011-11-22,2.33,2.33,2.35,2.25,2.29,78934.0
2011-11-23,2.33,2.33,2.38,2.27,2.33,92955.0
2011-11-24,2.43,2.43,2.56,2.31,2.33,211558.0
2011-11-25,2.51,2.51,2.53,2.37,2.43,109592.0
2011-11-26,2.47,2.47,2.53,2.41,2.51,89621.0
2011-11-27,2.48,2.48,2.49,2.42,2.47,55832.0
2011-11-28,2.55,2.55,2.55,2.44,2.48,103409.0
2011-11-29,2.75,2.75,2.98,2.54,2.55,503908.0
2011-11-30,2.97,2.97,3.09,2.73,2.75,349861.0
2011-12-01,3.06,3.06,3.14,2.93,2.97,195016.0
2011-12-02,3.12,3.12,3.14,3.04,3.06,178018.0
2011-12-03,2.79,2.79,3.12,2.75,3.12,360981.0
2011-12-04,2.83,2.83,2.9,2.61,2.79,261745.0
2011-12-05,2.88,2.88,2.93,2.78,2.83,88678.0
2011-12-06,3.03,3.03,3.05,2.87,2.88,165517.0
2011-12-07,2.99,2.99,3.08,2.93,3.03,174201.0
2011-12-08,2.98,2.98,3.01,2.88,2.99,117824.0
2011-12-09,2.97,2.97,3.04,2.93,2.98,102810.0
2011-12-10,3.05,3.05,3.13,2.93,2.97,225642.0
2011-12-11,3.25,3.25,3.38,2.99,3.05,346453.0
2011-12-12,3.13,3.13,3.29,3.08,3.25,126940.0
2011-12-13,3.25,3.25,3.25,3.14,3.13,104930.0
2011-12-14,3.15,3.15,3.25,2.99,3.25,225975.0
2011-12-15,3.2,3.2,3.21,3.11,3.15,95417.0
2011-12-16,3.2,3.2,3.22,3.15,3.2,95114.0
2011-12-17,3.2,3.2,3.23,3.15,3.2,52586.0
2011-12-18,3.19,3.19,3.22,3.17,3.2,34542.0
2011-12-19,3.52,3.52,3.7,3.19,3.19,476965.0
2011-12-20,3.95,3.95,4.5,3.48,3.52,739231.0
2011-12-21,3.89,3.89,4.04,3.81,3.95,191659.0
2011-12-22,3.89,3.89,3.99,3.51,3.89,216558.0
2011-12-23,3.95,3.95,3.95,3.82,3.89,80030.0
2011-12-24,3.94,3.94,3.97,3.86,3.95,58567.0
2011-12-25,4.22,4.22,4.39,3.78,3.94,334511.0
2011-12-26,4.02,4.02,4.31,3.81,4.22,358539.0
2011-12-27,4.07,4.07,4.1,3.96,4.02,121501.0
2011-12-28,4.19,4.19,4.25,3.99,4.07,140029.0
2011-12-29,4.17,4.17,4.33,4.12,4.19,223710.0
2011-12-30,4.25,4.25,4.3,4.06,4.17,172118.0
2011-12-31,4.72,4.72,4.99,4.2,4.25,596240.0
2012-01-01,5.27,5.27,5.5,4.61,4.72,553045.0
2012-01-02,5.22,5.22,5.47,4.8,5.27,360357.0
2012-01-03,4.88,4.88,5.29,4.65,5.22,619170.0
2012-01-04,5.57,5.57,5.7,4.75,4.88,688717.0
2012-01-05,6.95,6.95,7.22,5.57,5.57,1130623.0
2012-01-06,6.7,6.7,7.21,6.13,6.95,1481327.0
2012-01-07,6.81,6.81,7.02,6.38,6.7,325053.0
2012-01-08,7.11,7.11,7.2,6.73,6.81,403151.0
2012-01-09,6.33,6.33,7.19,5.81,7.11,960592.0
2012-01-10,6.36,6.36,6.89,6.0,6.33,705056.0
2012-01-11,6.9,6.9,7.14,6.41,6.36,677642.0
2012-01-12,6.8,6.8,7.0,6.34,6.9,944165.0
2012-01-13,6.41,6.41,6.8,6.4,6.8,398312.0
2012-01-14,6.75,6.75,6.95,6.22,6.41,935192.0
2012-01-15,7.0,7.0,7.08,6.74,6.75,429700.0
2012-01-16,6.68,6.68,7.19,6.51,7.0,837413.0
2012-01-17,5.6,5.6,6.95,4.64,6.68,1288538.0
2012-01-18,5.92,5.92,6.95,5.1,5.6,1354753.0
2012-01-19,6.36,6.36,6.36,5.87,5.92,709705.0
2012-01-20,6.49,6.49,6.58,6.26,6.36,429803.0
2012-01-21,6.18,6.18,6.55,6.1,6.49,407116.0
2012-01-22,6.31,6.31,6.45,6.1,6.18,282233.0
2012-01-23,6.36,6.36,6.39,6.21,6.31,111630.0
2012-01-24,6.29,6.29,6.39,6.22,6.36,224665.0
2012-01-25,5.75,5.75,6.32,5.5,6.29,782053.0
2012-01-26,5.34,5.34,5.92,5.3,5.75,692624.0
2012-01-27,5.29,5.29,5.51,5.05,5.34,611581.0
2012-01-28,5.63,5.63,5.76,5.26,5.29,499881.0
2012-01-29,5.38,5.38,5.7,5.33,5.63,254457.0
2012-01-30,5.49,5.49,5.6,5.37,5.38,233179.0
2012-01-31,5.48,5.48,5.65,5.43,5.49,267099.0
2012-02-01,6.08,6.08,6.2,5.47,5.48,672632.0
2012-02-02,6.1,6.1,6.2,5.82,6.08,328716.0
2012-02-03,5.96,5.96,6.14,5.72,6.1,350818.0
2012-02-04,5.87,5.87,5.99,5.84,5.96,122071.0
2012-02-05,5.69,5.69,5.89,5.45,5.87,683010.0
2012-02-06,5.45,5.45,5.72,5.45,5.69,500693.0
2012-02-07,5.69,5.69,5.78,5.45,5.45,408854.0
2012-02-08,5.6,5.6,5.85,5.3,5.69,1342007.0
2012-02-09,5.83,5.83,5.91,5.5,5.6,516915.0
2012-02-10,5.91,5.91,5.99,5.8,5.83,230967.0
2012-02-11,5.6,5.6,6.0,5.54,5.91,397688.0
2012-02-12,5.51,5.51,5.85,5.43,5.6,459004.0
2012-02-13,5.26,5.26,5.72,5.2,5.51,909500.0
2012-02-14,4.46,4.46,5.45,4.21,5.26,1399443.0
2012-02-15,4.32,4.32,4.88,4.2,4.46,741639.0
2012-02-16,4.27,4.27,4.44,3.88,4.32,697818.0
2012-02-17,4.41,4.41,4.77,4.23,4.27,606244.0
2012-02-18,4.22,4.22,4.5,4.12,4.41,300903.0
2012-02-19,4.39,4.39,4.52,4.18,4.22,271300.0
2012-02-20,4.36,4.36,4.47,4.29,4.39,162939.0
2012-02-21,4.27,4.27,4.4,4.21,4.36,222970.0
2012-02-22,4.43,4.43,4.54,4.27,4.27,460671.0
2012-02-23,5.01,5.01,5.2,4.42,4.43,792557.0
2012-02-24,5.03,5.03,5.1,4.82,5.01,446896.0
2012-02-25,4.77,4.77,5.07,4.65,5.03,420213.0
2012-02-26,4.92,4.92,5.1,4.77,4.77,347092.0
2012-02-27,4.96,4.96,4.99,4.89,4.92,145288.0
2012-02-28,4.87,4.87,5.0,4.74,4.96,305075.0
2012-02-29,4.86,4.86,4.9,4.8,4.87,129089.0
2012-03-01,4.92,4.92,4.99,4.86,4.86,218150.0
2012-03-02,4.7,4.7,4.95,4.51,4.92,613272.0
2012-03-03,4.61,4.61,4.78,4.51,4.7,187646.0
2012-03-04,4.82,4.82,4.95,4.61,4.61,283142.0
2012-03-05,4.98,4.98,5.05,4.82,4.82,325526.0
2012-03-06,4.99,4.99,5.07,4.9,4.98,221579.0
2012-03-07,4.94,4.94,5.05,4.84,4.99,227645.0
2012-03-08,4.93,4.93,5.0,4.76,4.94,283093.0
2012-03-09,4.86,4.86,4.95,4.82,4.93,160227.0
2012-03-10,4.83,4.83,4.91,4.75,4.86,135426.0
2012-03-11,4.91,4.91,4.99,4.81,4.83,208576.0
2012-03-12,4.89,4.89,4.95,4.86,4.91,108198.0
2012-03-13,5.27,5.27,5.41,4.86,4.89,656673.0
2012-03-14,5.38,5.38,5.45,5.25,5.27,337721.0
2012-03-15,5.33,5.33,5.45,5.26,5.38,219063.0
2012-03-16,5.34,5.34,5.4,5.3,5.33,174983.0
2012-03-17,5.22,5.22,5.4,5.21,5.34,207915.0
2012-03-18,5.28,5.28,5.34,5.21,5.22,120310.0
2012-03-19,4.69,4.69,5.31,4.5,5.28,922722.0
2012-03-20,4.84,4.84,4.9,4.59,4.69,318065.0
2012-03-21,4.82,4.82,4.87,4.75,4.84,223605.0
2012-03-22,4.7,4.7,4.88,4.6,4.82,276226.0
2012-03-23,4.69,4.69,4.79,4.6,4.7,254329.0
2012-03-24,4.68,4.68,4.73,4.6,4.69,181738.0
2012-03-25,4.55,4.55,4.68,4.3,4.68,322035.0
2012-03-26,4.62,4.62,4.74,4.52,4.55,324896.0
2012-03-27,4.81,4.81,4.85,4.49,4.62,342922.0
2012-03-28,4.79,4.79,4.84,4.72,4.81,182050.0
2012-03-29,4.81,4.81,4.86,4.71,4.79,180963.0
2012-03-30,4.86,4.86,4.88,4.72,4.81,187496.0
2012-03-31,4.91,4.91,4.95,4.82,4.86,173670.0
2012-04-01,4.83,4.83,4.92,4.73,4.91,172377.0
2012-04-02,4.97,4.97,5.08,4.76,4.83,398480.0
2012-04-03,4.95,4.95,4.99,4.81,4.97,384710.0
2012-04-04,4.91,4.91,4.97,4.89,4.95,251784.0
2012-04-05,4.92,4.92,4.93,4.87,4.91,165880.0
2012-04-06,4.95,4.95,4.98,4.88,4.92,287735.0
2012-04-07,4.69,4.69,4.95,4.69,4.95,388783.0
2012-04-08,4.79,4.79,4.8,4.62,4.69,197917.0
2012-04-09,4.87,4.87,4.88,4.73,4.79,187709.0
2012-04-10,4.84,4.84,4.9,4.76,4.87,256671.0
2012-04-11,4.93,4.93,4.98,4.79,4.84,327827.0
2012-04-12,4.92,4.92,4.95,4.84,4.93,226872.0
2012-04-13,4.94,4.94,4.95,4.73,4.92,452385.0
2012-04-14,4.96,4.96,5.03,4.9,4.94,317996.0
2012-04-15,4.97,4.97,4.98,4.86,4.96,163921.0
2012-04-16,4.93,4.93,4.98,4.91,4.97,154236.0
2012-04-17,4.98,4.98,5.02,4.93,4.93,151983.0
2012-04-18,5.12,5.12,5.18,4.96,4.98,401659.0
2012-04-19,5.14,5.14,5.19,5.1,5.12,240310.0
2012-04-20,5.35,5.35,5.48,5.1,5.14,544263.0
2012-04-21,5.26,5.26,5.48,5.11,5.35,321118.0
2012-04-22,5.2,5.2,5.32,5.1,5.26,192195.0
2012-04-23,4.96,4.96,5.22,4.96,5.2,252978.0
2012-04-24,5.1,5.1,5.2,4.95,4.96,360126.0
2012-04-25,5.13,5.13,5.18,5.04,5.1,182736.0
2012-04-26,5.1,5.1,5.18,4.99,5.13,291333.0
2012-04-27,5.11,5.11,5.12,5.03,5.1,131461.0
2012-04-28,4.98,4.98,5.11,4.85,5.11,453939.0
2012-04-29,4.9,4.9,5.02,4.88,4.98,109717.0
2012-04-30,4.95,4.95,5.0,4.87,4.9,275744.0
2012-05-01,5.0,5.0,5.0,4.92,4.95,181986.0
2012-05-02,5.07,5.07,5.18,4.97,5.0,487937.0
2012-05-03,5.13,5.13,5.18,5.02,5.07,180427.0
2012-05-04,5.07,5.07,5.15,5.07,5.13,223210.0
2012-05-05,5.08,5.08,5.12,5.03,5.07,95532.0
2012-05-06,5.05,5.05,5.1,5.01,5.08,97474.0
2012-05-07,5.06,5.06,5.1,4.97,5.05,232779.0
2012-05-08,5.05,5.05,5.1,4.96,5.06,342801.0
2012-05-09,5.04,5.04,5.1,5.0,5.05,196640.0
2012-05-10,4.85,4.85,5.12,4.8,5.04,347144.0
2012-05-11,4.96,4.96,5.0,4.8,4.85,311100.0
2012-05-12,4.95,4.95,5.0,4.91,4.96,103382.0
2012-05-13,4.93,4.93,5.0,4.92,4.95,69673.0
2012-05-14,5.01,5.01,5.04,4.9,4.93,263695.0
2012-05-15,5.03,5.03,5.04,4.95,5.01,220957.0
2012-05-16,5.09,5.09,5.14,5.0,5.03,351814.0
2012-05-17,5.1,5.1,5.1,5.05,5.09,135248.0
2012-05-18,5.12,5.12,5.13,5.06,5.1,268289.0
2012-05-19,5.1,5.1,5.14,5.07,5.12,118319.0
2012-05-20,5.09,5.09,5.15,5.09,5.1,95644.0
2012-05-21,5.1,5.1,5.13,5.06,5.09,171340.0
2012-05-22,5.1,5.1,5.11,5.05,5.1,237263.0
2012-05-23,5.14,5.14,5.16,5.07,5.1,271619.0
2012-05-24,5.12,5.12,5.15,5.07,5.14,148029.0
2012-05-25,5.14,5.14,5.15,5.1,5.12,118398.0
2012-05-26,5.1,5.1,5.14,5.1,5.14,84985.0
2012-05-27,5.14,5.14,5.15,5.1,5.1,80709.0
2012-05-28,5.14,5.14,5.16,5.11,5.14,141508.0
2012-05-29,5.15,5.15,5.16,5.01,5.14,313167.0
2012-05-30,5.14,5.14,5.17,5.1,5.15,205489.0
2012-05-31,5.18,5.18,5.2,5.11,5.14,203750.0
2012-06-01,5.28,5.28,5.28,5.18,5.18,234080.0
2012-06-02,5.25,5.25,5.28,5.21,5.28,79520.0
2012-06-03,5.2,5.2,5.25,5.2,5.25,66238.0
2012-06-04,5.27,5.27,5.28,5.18,5.2,268035.0
2012-06-05,5.44,5.44,5.5,5.22,5.27,452286.0
2012-06-06,5.46,5.46,5.49,5.39,5.44,221376.0
2012-06-07,5.59,5.59,5.59,5.41,5.46,264420.0
2012-06-08,5.63,5.63,5.66,5.56,5.59,302527.0
2012-06-09,5.56,5.56,5.7,5.46,5.63,206719.0
2012-06-10,5.47,5.47,5.58,5.43,5.56,134034.0
2012-06-11,5.57,5.57,5.6,5.43,5.47,221882.0
2012-06-12,5.7,5.7,5.75,5.5,5.57,442662.0
2012-06-13,5.93,5.93,5.96,5.66,5.7,335216.0
2012-06-14,5.95,5.95,5.97,5.81,5.93,206567.0
2012-06-15,6.5,6.5,6.59,5.88,5.95,401826.0
2012-06-16,6.4,6.4,6.6,6.26,6.5,505216.0
2012-06-17,6.16,6.16,6.53,6.1,6.4,308913.0
2012-06-18,6.31,6.31,6.36,6.03,6.16,293446.0
2012-06-19,6.5,6.5,6.53,6.28,6.31,282752.0
2012-06-20,6.67,6.67,6.71,6.45,6.5,423271.0
2012-06-21,6.68,6.68,6.8,6.56,6.67,347681.0
2012-06-22,6.55,6.55,6.8,6.43,6.68,374175.0
2012-06-23,6.43,6.43,6.65,6.4,6.55,130792.0
2012-06-24,6.35,6.35,6.47,6.35,6.43,217549.0
2012-06-25,6.3,6.3,6.45,6.22,6.35,395654.0
2012-06-26,6.42,6.42,6.47,6.29,6.3,311935.0
2012-06-27,6.65,6.65,6.65,6.4,6.42,274046.0
2012-06-28,6.61,6.61,6.67,6.49,6.65,282297.0
2012-06-29,6.65,6.65,6.68,6.54,6.61,174369.0
2012-06-30,6.69,6.69,6.69,6.6,6.65,137136.0
2012-07-01,6.63,6.63,6.69,6.53,6.69,135823.0
2012-07-02,6.76,6.76,6.76,6.58,6.63,217005.0
2012-07-03,6.45,6.45,6.76,6.4,6.76,465280.0
2012-07-04,6.51,6.51,6.55,6.45,6.45,217804.0
2012-07-05,6.67,6.67,6.77,6.48,6.51,301701.0
2012-07-06,6.65,6.65,6.72,6.55,6.67,286978.0
2012-07-07,6.76,6.76,6.87,6.63,6.65,257213.0
2012-07-08,6.8,6.8,6.86,6.72,6.76,123756.0
2012-07-09,7.02,7.02,7.1,6.74,6.8,425223.0
2012-07-10,7.2,7.2,7.25,6.96,7.02,497668.0
2012-07-11,7.15,7.15,7.26,7.02,7.2,297644.0
2012-07-12,7.76,7.76,7.9,7.1,7.15,471834.0
2012-07-13,7.66,7.66,7.82,7.42,7.76,499441.0
2012-07-14,7.54,7.54,7.66,7.52,7.66,121635.0
2012-07-15,7.62,7.62,7.7,7.45,7.54,204616.0
2012-07-16,8.5,8.5,8.65,7.62,7.62,835550.0
2012-07-17,8.8,8.8,9.49,7.32,8.5,1757815.0
2012-07-18,9.11,9.11,9.4,8.5,8.8,955210.0
2012-07-19,8.87,8.87,9.23,8.82,9.11,438703.0
2012-07-20,8.52,8.52,8.87,7.6,8.87,1267523.0
2012-07-21,8.85,8.85,9.7,7.96,8.52,1242153.0
2012-07-22,8.41,8.41,8.97,8.27,8.85,259113.0
2012-07-23,8.45,8.45,9.2,7.75,8.41,1238579.0
2012-07-24,8.6,8.6,8.85,8.34,8.45,353506.0
2012-07-25,8.8,8.8,8.9,8.37,8.6,555883.0
2012-07-26,8.9,8.9,8.9,8.6,8.8,283993.0
2012-07-27,8.9,8.9,8.95,8.81,8.9,237223.0
2012-07-28,8.89,8.89,8.93,8.71,8.9,143179.0
2012-07-29,8.71,8.71,8.89,8.7,8.89,100508.0
2012-07-30,9.1,9.1,9.15,8.7,8.71,458873.0
2012-07-31,9.35,9.35,9.44,9.08,9.1,648746.0
2012-08-01,9.55,9.55,9.65,9.11,9.35,647522.0
2012-08-02,10.53,10.53,11.0,9.41,9.55,1283817.0
2012-08-03,10.97,10.97,11.12,10.3,10.53,661588.0
2012-08-04,10.98,10.98,11.3,10.53,10.97,575464.0
2012-08-05,10.87,10.87,11.29,10.11,10.98,714863.0
2012-08-06,10.86,10.86,11.19,10.64,10.87,562801.0
2012-08-07,11.1,11.1,11.1,10.65,10.86,451978.0
2012-08-08,11.06,11.06,11.15,10.85,11.1,345666.0
2012-08-09,11.06,11.06,12.0,10.8,11.06,1153809.0
2012-08-10,11.39,11.39,11.6,11.01,11.06,725605.0
2012-08-11,11.51,11.51,11.6,11.39,11.39,250620.0
2012-08-12,11.62,11.62,11.77,11.45,11.51,353092.0
2012-08-13,12.04,12.04,12.05,11.49,11.62,637059.0
2012-08-14,12.19,12.19,12.34,11.89,12.04,532302.0
2012-08-15,13.25,13.25,13.25,12.16,12.19,725834.0
2012-08-16,13.5,13.5,13.84,12.5,13.25,1277714.0
2012-08-17,11.58,11.58,15.4,10.6,13.5,2930580.0
2012-08-18,11.61,11.61,12.9,11.02,11.58,1045361.0
2012-08-19,8.0,8.0,11.62,7.58,11.61,2170411.0
2012-08-20,10.1,10.1,10.5,7.81,8.0,1835053.0
2012-08-21,9.91,9.91,10.3,9.7,10.1,722740.0
2012-08-22,9.81,9.81,10.1,9.57,9.91,665544.0
2012-08-23,10.1,10.1,10.25,9.7,9.81,560012.0
2012-08-24,10.6,10.6,10.62,9.85,10.1,945182.0
2012-08-25,10.52,10.52,10.63,10.2,10.6,420388.0
2012-08-26,10.61,10.61,10.62,10.45,10.52,277773.0
2012-08-27,10.95,10.95,12.15,10.54,10.61,1957673.0
2012-08-28,10.94,10.94,11.21,10.5,10.95,598168.0
2012-08-29,10.92,10.92,11.13,10.55,10.94,581687.0
2012-08-30,10.78,10.78,10.93,10.6,10.92,332208.0
2012-08-31,10.16,10.16,10.83,9.66,10.78,690452.0
2012-09-01,9.97,9.97,10.3,9.78,10.16,233777.0
2012-09-02,10.2,10.2,10.36,9.72,9.97,251932.0
2012-09-03,10.53,10.53,10.59,10.09,10.2,237264.0
2012-09-04,10.38,10.38,10.53,10.15,10.53,359404.0
2012-09-05,11.0,11.0,11.17,10.26,10.38,653374.0
2012-09-06,11.18,11.18,11.29,10.64,11.0,733288.0
2012-09-07,11.0,11.0,11.21,10.95,11.18,394463.0
2012-09-08,11.04,11.04,11.14,10.77,11.0,266231.0
2012-09-09,11.02,11.02,11.14,10.92,11.04,155002.0
2012-09-10,11.17,11.17,11.19,10.87,11.02,467067.0
2012-09-11,11.33,11.33,11.35,10.88,11.17,721708.0
2012-09-12,11.36,11.36,11.39,10.78,11.33,657004.0
2012-09-13,11.4,11.4,11.4,11.22,11.36,233401.0
2012-09-14,11.67,11.67,11.8,11.32,11.4,500768.0
2012-09-15,11.75,11.75,11.79,11.6,11.67,190511.0
2012-09-16,11.87,11.87,11.99,11.72,11.75,359833.0
2012-09-17,11.89,11.89,11.96,11.77,11.87,316662.0
2012-09-18,12.25,12.25,12.35,11.84,11.89,494030.0
2012-09-19,12.57,12.57,12.69,12.15,12.25,519593.0
2012-09-20,12.28,12.28,12.66,12.25,12.57,406467.0
2012-09-21,12.37,12.37,12.5,12.01,12.28,439674.0
2012-09-22,12.24,12.24,12.4,12.14,12.37,183186.0
2012-09-23,12.19,12.19,12.27,11.63,12.24,479223.0
2012-09-24,12.1,12.1,12.3,11.95,12.19,330885.0
2012-09-25,12.2,12.2,12.23,12.01,12.1,257174.0
2012-09-26,12.27,12.27,12.46,12.02,12.2,287416.0
2012-09-27,12.31,12.31,12.4,12.21,12.27,238051.0
2012-09-28,12.39,12.39,12.45,12.12,12.31,329436.0
2012-09-29,12.36,12.36,12.49,12.21,12.39,211507.0
2012-09-30,12.4,12.4,12.45,12.3,12.36,96462.0
2012-10-01,12.4,12.4,12.48,12.32,12.4,307618.0
2012-10-02,12.84,12.84,12.88,12.34,12.4,642027.0
2012-10-03,12.89,12.89,12.99,12.68,12.84,422995.0
2012-10-04,12.85,12.85,13.09,12.6,12.89,488811.0
2012-10-05,12.69,12.69,12.97,12.51,12.85,398427.0
2012-10-06,12.51,12.51,12.86,12.35,12.69,310513.0
2012-10-07,11.8,11.8,12.62,11.7,12.51,762812.0
2012-10-08,11.78,11.78,11.95,10.62,11.8,1102329.0
2012-10-09,11.9,11.9,12.35,11.57,11.78,559694.0
2012-10-10,12.12,12.12,12.19,11.77,11.9,333351.0
2012-10-11,12.03,12.03,12.15,11.86,12.12,238483.0
2012-10-12,12.0,12.0,12.15,11.92,12.03,259522.0
2012-10-13,11.86,11.86,12.11,11.85,12.0,141870.0
2012-10-14,11.74,11.74,12.03,11.5,11.86,271135.0
2012-10-15,11.84,11.84,11.99,11.43,11.74,317633.0
2012-10-16,11.85,11.85,11.99,11.5,11.84,485720.0
2012-10-17,11.81,11.81,11.96,11.7,11.85,279774.0
2012-10-18,11.94,11.94,11.96,11.75,11.81,259855.0
2012-10-19,11.74,11.74,11.97,11.62,11.94,272640.0
2012-10-20,11.74,11.74,11.85,11.56,11.74,259113.0
2012-10-21,11.63,11.63,11.77,11.61,11.74,109479.0
2012-10-22,11.71,11.71,11.81,11.47,11.63,440140.0
2012-10-23,11.65,11.65,12.0,11.41,11.71,637306.0
2012-10-24,11.65,11.65,11.79,11.59,11.65,254132.0
2012-10-25,10.86,10.86,11.7,10.52,11.65,934190.0
2012-10-26,10.17,10.17,10.95,9.74,10.86,1020616.0
2012-10-27,10.26,10.26,10.84,9.82,10.17,496747.0
2012-10-28,10.7,10.7,10.95,10.25,10.26,236640.0
2012-10-29,10.6,10.6,10.94,10.32,10.7,400173.0
2012-10-30,10.89,10.89,10.89,10.58,10.6,279843.0
2012-10-31,11.2,11.2,11.21,10.71,10.89,448359.0
2012-11-01,10.57,10.57,11.28,10.4,11.2,550327.0
2012-11-02,10.47,10.47,10.8,10.33,10.57,258957.0
2012-11-03,10.64,10.64,10.65,10.4,10.47,176345.0
2012-11-04,10.8,10.8,10.9,10.51,10.64,178761.0
2012-11-05,10.75,10.75,10.88,10.61,10.8,233650.0
2012-11-06,10.9,10.9,10.9,10.67,10.75,291515.0
2012-11-07,10.92,10.92,11.22,10.8,10.9,348474.0
2012-11-08,10.93,10.93,11.07,10.75,10.92,284556.0
2012-11-09,10.82,10.82,10.98,10.79,10.93,159984.0
2012-11-10,10.89,10.89,10.96,10.75,10.82,146349.0
2012-11-11,10.87,10.87,10.94,10.7,10.89,136448.0
2012-11-12,11.01,11.01,11.18,10.77,10.87,431080.0
2012-11-13,10.95,10.95,11.13,10.92,11.01,184368.0
2012-11-14,10.95,10.95,11.05,10.82,10.95,268636.0
2012-11-15,11.2,11.2,11.3,10.86,10.95,353356.0
2012-11-16,11.75,11.75,11.8,11.17,11.2,669422.0
2012-11-17,11.79,11.79,11.8,11.52,11.75,223039.0
2012-11-18,11.65,11.65,11.83,11.62,11.79,181716.0
2012-11-19,11.8,11.8,11.84,11.6,11.65,295260.0
2012-11-20,11.73,11.73,11.8,11.57,11.8,318291.0
2012-11-21,11.77,11.77,11.78,11.64,11.73,225308.0
2012-11-22,12.42,12.42,12.43,11.67,11.77,703582.0
2012-11-23,12.35,12.35,12.41,12.13,12.42,233370.0
